t,abs_zeta,abs_prod,ratio,delta,score,smooth_abs_zeta,smooth_score
25.759599,1.090382908272e+00,1.082543759809e+00,9.928106462388e-01,-7.839148462770e-03,-9.374424824670e-02,1.082606929865e+00,-9.462185174693e-02
25.826377,1.185544434385e+00,7.342498155890e-01,6.193355510710e-01,-4.512946187960e-01,-6.493101748135e-01,1.177534162909e+00,-4.024687528740e-01
25.893155,1.278487891195e+00,4.165820636847e-01,3.258396630534e-01,-8.619058275099e-01,-1.367027894330e+00,1.271047876175e+00,-6.524497098396e-01
25.959933,1.369450802802e+00,3.435358216472e-01,2.508566360648e-01,-1.025914981155e+00,-1.697283459689e+00,1.363171857828e+00,-8.318860153573e-01
26.026711,1.458865987923e+00,5.866458926040e-01,4.021245936643e-01,-8.722200953187e-01,-1.288652717210e+00,1.454012952360e+00,-9.407607865904e-01
26.093489,1.547263065708e+00,8.756993100874e-01,5.659666604183e-01,-6.715637556207e-01,-1.005707712441e+00,1.543710008649e+00,-9.927203536176e-01
26.160267,1.635145637411e+00,1.126592232478e+00,6.889858656639e-01,-5.085534049327e-01,-8.642663977059e-01,1.632375183225e+00,-1.010997208006e+00
26.227045,1.722865223936e+00,1.315477285663e+00,7.635404484267e-01,-4.073879382730e-01,-8.137779108311e-01,1.720038169137e+00,-1.021449104791e+00
26.293823,1.810515749383e+00,1.432138527350e+00,7.910113611760e-01,-3.783772220331e-01,-8.280546973626e-01,1.806601457695e+00,-1.045876153997e+00
26.360601,1.897869594206e+00,1.473229567893e+00,7.762543708963e-01,-4.246400263123e-01,-8.940070058415e-01,1.891814787109e+00,-1.097939068977e+00
26.427379,1.984368271413e+00,1.440980365834e+00,7.261657962349e-01,-5.433879055789e-01,-1.005277533069e+00,1.975273950442e+00,-1.182117740604e+00
26.494157,2.069169824861e+00,1.343135211805e+00,6.491179194995e-01,-7.260346130562e-01,-1.159288360682e+00,2.056445170024e+00,-1.294758849470e+00
26.560935,2.151244286104e+00,1.193507290963e+00,5.547985873444e-01,-9.577369951407e-01,-1.355196549246e+00,2.134712018254e+00,-1.426049883248e+00
26.627713,2.229500623689e+00,1.013454312829e+00,4.545656108194e-01,-1.216046310859e+00,-1.590190642374e+00,2.209438120988e+00,-1.562345305736e+00
26.694491,2.302924762217e+00,8.352123773568e-01,3.626746262231e-01,-1.467712384860e+00,-1.848429144006e+00,2.280036241420e+00,-1.688826359124e+00
26.761269,2.370708134596e+00,7.059618498842e-01,2.977852227282e-01,-1.664746284712e+00,-2.074571482914e+00,2.346033204301e+00,-1.792479825764e+00
26.828047,2.432348759085e+00,6.755105088742e-01,2.777194291530e-01,-1.756838250211e+00,-2.170001280628e+00,2.407120615080e+00,-1.864936902087e+00
26.894825,2.487710893736e+00,7.484656684068e-01,3.008652131932e-01,-1.739245225329e+00,-2.112455879083e+00,2.463183347478e+00,-1.904329650852e+00
26.961603,2.537034269808e+00,8.764798866825e-01,3.454742007679e-01,-1.660554383125e+00,-1.993833099255e+00,2.514301012712e+00,-1.915431543117e+00
27.028381,2.580889649987e+00,1.010777445129e+00,3.916391563407e-01,-1.570112204858e+00,-1.885548547740e+00,2.560721633302e+00,-1.907988081838e+00
27.095159,2.620084256365e+00,1.122721706943e+00,4.285059551867e-01,-1.497362549422e+00,-1.810657119463e+00,2.602810965886e+00,-1.893899154685e+00
27.161937,2.655528558723e+00,1.198413606853e+00,4.512900465396e-01,-1.457114951870e+00,-1.772288742857e+00,2.640984731494e+00,-1.884275947604e+00
27.228715,2.688083994105e+00,1.232687161728e+00,4.585746444051e-01,-1.455396832377e+00,-1.768460869196e+00,2.675633807796e+00,-1.887243206252e+00
27.295492,2.718416680399e+00,1.225852572025e+00,4.509435881792e-01,-1.492564108374e+00,-1.796462636971e+00,2.707053714675e+00,-1.906833867842e+00
27.362270,2.746882160370e+00,1.182053691370e+00,4.303255918380e-01,-1.564828468999e+00,-1.853679675119e+00,2.735389200979e+00,-1.942842956446e+00
27.429048,2.773460479252e+00,1.108574858309e+00,3.997081864342e-01,-1.664885620943e+00,-1.937116343026e+00,2.760602442354e+00,-1.991318884965e+00
27.495826,2.797751907922e+00,1.015898637723e+00,3.631124814343e-01,-1.781853270199e+00,-2.041858831170e+00,2.782469644211e+00,-2.045457125807e+00
27.562604,2.819033363082e+00,9.184063593555e-01,3.257876871494e-01,-1.900627003727e+00,-2.157903423333e+00,2.800606342379e+00,-2.096825096563e+00
27.629382,2.836365160900e+00,8.350696375495e-01,2.944154190939e-01,-2.001295523350e+00,-2.265286878373e+00,2.814517188562e+00,-2.136892804833e+00
27.696160,2.848729170518e+00,7.876302445976e-01,2.764847752988e-01,-2.061098925920e+00,-2.332472511500e+00,2.823662268808e+00,-2.158718184278e+00
27.762938,2.855175008804e+00,7.923758552422e-01,2.775226922339e-01,-2.062799153562e+00,-2.330985715608e+00,2.827529635942e+00,-2.158445606196e+00
27.829716,2.854951386514e+00,8.490992633042e-01,2.974128621997e-01,-2.005852123210e+00,-2.261688812542e+00,2.825703075218e+00,-2.136194707059e+00
27.896494,2.847604029380e+00,9.409871358573e-01,3.304487302830e-01,-1.906616893523e+00,-2.153781708716e+00,2.817915190457e+00,-2.096048970733e+00
27.963272,2.833027999931e+00,1.045384647755e+00,3.689990525262e-01,-1.787643352176e+00,-2.038307306915e+00,2.804078439923e+00,-2.045146944579e+00
28.030050,2.811469273434e+00,1.141994976865e+00,4.061915197352e-01,-1.669474296569e+00,-1.934637726925e+00,2.784290307145e+00,-1.992167578986e+00
28.096828,2.783477244673e+00,1.215095868447e+00,4.365388187645e-01,-1.568381376225e+00,-1.852578929310e+00,2.758812790909e+00,-1.945620833850e+00
28.163606,2.749816103963e+00,1.253360613263e+00,4.557979755290e-01,-1.496455490700e+00,-1.797239641914e+00,2.728030245491e+00,-1.912267046738e+00
28.230384,2.711348471646e+00,1.249518414376e+00,4.608475920536e-01,-1.461830057269e+00,-1.772133995715e+00,2.692392747526e+00,-1.895811857984e+00
28.297162,2.668908860128e+00,1.200413637404e+00,4.497769314408e-01,-1.468495222724e+00,-1.780673249297e+00,2.652354162832e+00,-1.895932844462e+00
28.363940,2.623186662117e+00,1.107618099679e+00,4.222414346926e-01,-1.515568562438e+00,-1.826567870370e+00,2.608314643623e+00,-1.907778078811e+00
28.430718,2.574637542385e+00,9.789991050107e-01,3.802473508965e-01,-1.595638437374e+00,-1.912642078578e+00,2.560576315078e+00,-1.922247521781e+00
28.497496,2.523437785465e+00,8.323702289650e-01,3.298556571354e-01,-1.691067556500e+00,-2.034722295258e+00,2.509318557910e+00,-1.927400060583e+00
28.564274,2.469488642229e+00,7.029144056036e-01,2.846396592329e-01,-1.766574236625e+00,-2.160542354020e+00,2.454595943259e+00,-1.911033120570e+00
28.631052,2.412468443893e+00,6.478252829905e-01,2.685321271789e-01,-1.764643160902e+00,-2.195435191787e+00,2.396358095869e+00,-1.863905891921e+00
28.697830,2.351921407306e+00,7.112254987654e-01,3.024018985311e-01,-1.640695908541e+00,-2.051230970702e+00,2.334487204642e+00,-1.782557463021e+00
28.764608,2.287365812232e+00,8.690832916810e-01,3.799494103800e-01,-1.418282520551e+00,-1.795118020831e+00,2.268846176755e+00,-1.670652527588e+00
28.831386,2.218401901075e+00,1.063648995771e+00,4.794663199919e-01,-1.154752905303e+00,-1.531868699252e+00,2.199328986734e+00,-1.538313244969e+00
28.898164,2.144801490282e+00,1.249518376407e+00,5.825799646580e-01,-8.952831138752e-01,-1.303335827356e+00,2.125904799568e+00,-1.399772719175e+00
28.964942,2.066565906583e+00,1.396541972977e+00,6.757790634831e-01,-6.700239336062e-01,-1.117777332842e+00,2.048648869034e+00,-1.270255670871e+00
29.031720,1.983945041543e+00,1.484367080234e+00,7.481896167243e-01,-4.995779613087e-01,-9.751861424820e-01,1.967755716190e+00,-1.162942050631e+00
29.098497,1.897416759909e+00,1.499851562753e+00,7.904702827783e-01,-3.975651971553e-01,-8.756205770121e-01,1.883533209518e+00,-1.086356799639e+00
29.165275,1.807631733009e+00,1.436313049503e+00,7.945827810360e-01,-3.713186835059e-01,-8.219556595418e-01,1.796379365374e+00,-1.042107035510e+00
29.232053,1.715333530858e+00,1.293398729506e+00,7.540217142841e-01,-4.219348013513e-01,-8.219416529471e-01,1.706746456091e+00,-1.023048175503e+00
29.298831,1.621267217517e+00,1.077272680895e+00,6.644633711554e-01,-5.439945366218e-01,-8.919836012574e-01,1.615098933666e+00,-1.012647871387e+00
29.365609,1.526091447846e+00,8.020661949019e-01,5.255688943373e-01,-7.240252529439e-01,-1.065983852380e+00,1.521872469861e+00,-9.868254760542e-01
29.432387,1.430308752293e+00,4.996779879822e-01,3.493497380767e-01,-9.306307643103e-01,-1.409572075389e+00,1.427440972700e+00,-9.190138353432e-01
29.499165,1.334225954969e+00,3.008621880537e-01,2.254956792987e-01,-1.033363766915e+00,-1.777805595447e+00,1.332096852553e+00,-7.874695977888e-01
29.565943,1.237951501195e+00,4.828867502233e-01,3.900691987992e-01,-7.550647509714e-01,-1.154889121149e+00,1.236047729644e+00,-5.819878537191e-01
29.632721,1.141429566897e+00,8.265211918150e-01,7.241105503004e-01,-3.149083750821e-01,-4.550926873154e-01,1.139430651200e+00,-3.067830679071e-01
29.699499,1.044503622475e+00,1.173634349974e+00,1.123628798140e+00,1.291307274990e-01,7.302167601043e-02,1.042340993242e+00,2.210086221104e-02
29.766277,9.469964340961e-01,1.480660209955e+00,1.563533036287e+00,5.336637758589e-01,5.014079786702e-01,9.448791307326e-01,3.834491892552e-01
29.833055,8.487907867940e-01,1.722222050377e+00,2.029030094544e+00,8.734312635830e-01,8.715004390698e-01,8.472187130352e-01,7.583542634582e-01
29.899833,7.498960461423e-01,1.879532390807e+00,2.506390586370e+00,1.129636344665e+00,1.206664392014e+00,7.497108543379e-01,1.135202970875e+00
29.966611,6.504894775390e-01,1.939493078432e+00,2.981590241505e+00,1.289003600893e+00,1.522486953391e+00,6.530441565492e-01,1.510479465108e+00
30.033389,5.509267135690e-01,1.895350206470e+00,3.440294615942e+00,1.344423492901e+00,1.831710596789e+00,5.584700304172e-01,1.885505174372e+00
30.100167,4.517214694804e-01,1.747346263818e+00,3.868193968793e+00,1.295624794338e+00,2.147477230438e+00,4.680597265439e-01,2.260455862639e+00
30.166945,3.534994826757e-01,1.502886962767e+00,4.251454489809e+00,1.149387480091e+00,2.487134414366e+00,3.848842737449e-01,2.627797788345e+00
30.233723,2.569351574659e-01,1.176044749304e+00,4.577204462415e+00,9.191095918384e-01,2.880019963885e+00,3.129411878150e-01,2.968001093494e+00
30.300501,1.626814332027e-01,7.864043390690e-01,4.834014082534e+00,6.237229058662e-01,3.391638583534e+00,2.566684036947e-01,3.250475218710e+00
30.367279,7.130422746528e-02,3.574011146441e-01,5.012341166139e+00,2.860968871788e-01,4.252702766659e+00,2.200424105278e-01,3.440998876584e+00
30.434057,1.677723175068e-02,8.564644710193e-02,5.104921263211e+00,6.886921535125e-02,5.717937592727e+00,2.055096266801e-01,3.513391753384e+00
30.500835,1.012836285482e-01,5.172641058736e-01,5.107085056964e+00,4.159804773254e-01,3.920459296833e+00,2.131865077829e-01,3.459849465465e+00
30.567613,1.821351051064e-01,9.137700065993e-01,5.016990030919e+00,7.316349014928e-01,3.315836689991e+00,2.407153650808e-01,3.294184525617e+00
30.634391,2.593690467947e-01,1.254245905380e+00,4.835757854995e+00,9.948768585852e-01,2.925541200535e+00,2.838633551563e-01,3.046058119183e+00
30.701169,3.331092670945e-01,1.521481301639e+00,4.567514182086e+00,1.188372034544e+00,2.618253827676e+00,3.375865936652e-01,2.749630488936e+00
30.767947,4.034946280310e-01,1.702478700481e+00,4.219334241919e+00,1.298984072450e+00,2.347269457815e+00,3.970940549784e-01,2.432873923455e+00
30.834725,4.706100264253e-01,1.788839305009e+00,3.801107508476e+00,1.318229278584e+00,2.089017971163e+00,4.585371540531e-01,2.112416801194e+00
30.901503,5.344302096794e-01,1.777168958418e+00,3.325352733118e+00,1.242738748739e+00,1.828129881898e+00,5.192125894551e-01,1.794908483898e+00
30.968280,5.947874091361e-01,1.669601569386e+00,2.807056006467e+00,1.074814160250e+00,1.551687482461e+00,5.774021102495e-01,1.482549060346e+00
31.035058,6.513685429367e-01,1.474517392366e+00,2.263722140645e+00,8.231488494292e-01,1.245690102188e+00,6.320630144083e-01,1.179246532437e+00
31.101836,7.037414288458e-01,1.207788185198e+00,1.716238572425e+00,5.040467563527e-01,8.914792984842e-01,6.825393098033e-01,8.944759586173e-01
31.168614,7.514038414098e-01,8.963590033012e-01,1.192912457859e+00,1.449551618914e-01,4.622097941091e-01,7.283689951052e-01,6.432831843928e-01
31.235392,7.938455505303e-01,5.940077554894e-01,7.482661521407e-01,-1.998377950409e-01,-5.913018852670e-02,7.691882317369e-01,4.424576655947e-01
31.302170,8.306120724038e-01,4.440485019336e-01,5.346039585586e-01,-3.865635704702e-01,-4.406366572604e-01,8.047006300445e-01,3.044941190359e-01
31.368948,8.613594727996e-01,5.911512632952e-01,6.863002984965e-01,-2.702082095044e-01,-2.271966386010e-01,8.346779440553e-01,2.321072245878e-01
31.435726,8.858916234027e-01,8.621160301943e-01,9.731619618244e-01,-2.377559320833e-02,9.395590256662e-02,8.589688270549e-01,2.159858266108e-01
31.502504,9.041742896425e-01,1.119064914908e+00,1.237665047245e+00,2.148906252657e-01,3.139597169749e-01,8.775038082495e-01,2.368817930708e-01
31.569282,9.163239479634e-01,1.313841593529e+00,1.433817806955e+00,3.975176455656e-01,4.477260036201e-01,8.902888998906e-01,2.711685244602e-01
31.636060,9.225730321921e-01,1.425097532464e+00,1.544698883164e+00,5.025245002720e-01,5.154177322391e-01,8.973899532184e-01,2.974636730911e-01
31.702838,9.232171064621e-01,1.443430549703e+00,1.563478990585e+00,5.202134432406e-01,5.268043142701e-01,8.989090771353e-01,3.021422698481e-01
31.769616,9.185528014430e-01,1.368062251595e+00,1.489367023263e+00,4.495094501516e-01,4.833071024731e-01,8.949574269651e-01,2.825240690092e-01
31.836394,9.088175650978e-01,1.206128216971e+00,1.327140081014e+00,2.973106518730e-01,3.786372153693e-01,8.856293284117e-01,2.474310607564e-01
31.903172,8.941426272517e-01,9.738929713265e-01,1.089191971889e+00,7.975034407477e-02,1.973260893620e-01,8.709824751617e-01,2.151196660844e-01
31.969950,8.745285601534e-01,7.041396569064e-01,8.051648499426e-01,-1.703889032470e-01,-8.263791377198e-02,8.510278471139e-01,2.087296040612e-01
32.036728,8.498485437699e-01,4.823185014492e-01,5.675346565985e-01,-3.675300423207e-01,-4.037563334207e-01,8.257312253839e-01,2.500111297154e-01
32.103506,8.198787987601e-01,5.035502316242e-01,6.141764275228e-01,-3.163285671359e-01,-2.888742948287e-01,7.950272539737e-01,3.531057683443e-01
32.170284,7.843500734925e-01,7.654685073479e-01,9.759271187921e-01,-1.888156614461e-02,2.185324672553e-01,7.588434109029e-01,5.208026082646e-01
32.237062,7.430100164741e-01,1.085483412345e+00,1.460927024235e+00,3.424733958704e-01,6.761169355650e-01,7.171343191262e-01,7.448937464674e-01
32.303840,6.956846261957e-01,1.381247612610e+00,1.985450821536e+00,6.855629864148e-01,1.048704847098e+00,6.699305985489e-01,1.010379238508e+00
32.370618,6.423278228643e-01,1.614874597669e+00,2.514097226036e+00,9.725467748045e-01,1.364570261365e+00,6.174141469885e-01,1.301381517350e+00
32.437396,5.830509391191e-01,1.763094790895e+00,3.023912102018e+00,1.180043851776e+00,1.646032113418e+00,5.600433705985e-01,1.605877383644e+00
32.504174,5.181277088079e-01,1.811674718364e+00,3.496579487194e+00,1.293547009556e+00,1.909318726273e+00,4.987546108888e-01,1.917111585824e+00
32.570952,4.479743578657e-01,1.754558573640e+00,3.916649564496e+00,1.306584215775e+00,2.168255870513e+00,4.352430543113e-01,2.231137419899e+00
32.637730,3.731081448603e-01,1.593626793912e+00,4.271219526736e+00,1.220518649051e+00,2.437786358674e+00,3.722631046228e-01,2.541642321506e+00
32.704508,2.940908937694e-01,1.338115240367e+00,4.550005691152e+00,1.044024346597e+00,2.738994880708e+00,3.137984303408e-01,2.834620616486e+00
32.771285,2.114666739487e-01,1.003514821267e+00,4.745498676121e+00,7.920481473187e-01,3.110884384506e+00,2.648964898153e-01,3.086116262134e+00
32.838063,1.257059481977e-01,6.100626432015e-01,4.853092888191e+00,4.843566950038e-01,3.653426054524e+00,2.310252611241e-01,3.265464062019e+00
32.904841,3.720948130153e-02,1.812528190820e-01,4.871146082719e+00,1.440433377805e-01,4.874520921149e+00,2.170216430290e-01,3.343837755252e+00
32.971619,5.416035494889e-02,2.600211715192e-01,4.800950284844e+00,2.058608165703e-01,4.484619971019e+00,2.259674940357e-01,3.304514150871e+00
33.038397,1.478330131380e-01,6.869220533481e-01,4.646607944781e+00,5.390890402101e-01,3.447809410987e+00,2.584617232033e-01,3.149468413698e+00
33.105175,2.441284257046e-01,1.077781820886e+00,4.414814939209e+00,8.336533951817e-01,2.895026774103e+00,3.126194073430e-01,2.898506823622e+00
33.171953,3.431025439804e-01,1.411715210984e+00,4.114557690555e+00,1.068612667003e+00,2.484257255699e+00,3.847793135290e-01,2.581429715493e+00
33.238731,4.448145604561e-01,1.671051005838e+00,3.756736299560e+00,1.226236445382e+00,2.133648376774e+00,4.705678283456e-01,2.227569944694e+00
33.305509,5.492338539857e-01,1.841981876278e+00,3.353729678007e+00,1.292748022293e+00,1.809304027881e+00,5.658634743472e-01,1.857883656271e+00
33.372287,6.561843544186e-01,1.915351452443e+00,2.918922768496e+00,1.259167098025e+00,1.492528134758e+00,6.673604631010e-01,1.482508416370e+00
33.439065,7.653158536547e-01,1.887438266055e+00,2.466221308550e+00,1.122122412400e+00,1.170153794426e+00,7.726916839702e-01,1.103532513828e+00
33.505843,8.761059032612e-01,1.760613752607e+00,2.009590103267e+00,8.845078493460e-01,8.301990737708e-01,8.802621317799e-01,7.207021242817e-01
33.572621,9.878913387379e-01,1.543758143181e+00,1.562680107261e+00,5.558668044435e-01,4.585849329498e-01,9.889880927588e-01,3.373568839840e-01
33.639399,1.099923568254e+00,1.252500264923e+00,1.138715726322e+00,1.525766966686e-01,3.466037752214e-02,1.098075875193e+00,-3.572534407121e-02
33.706177,1.211438199494e+00,9.101676062899e-01,7.513116283355e-01,-3.012705932044e-01,-4.777430105199e-01,1.206887453630e+00,-3.802309222338e-01
33.772955,1.321727698534e+00,5.554280447770e-01,4.202288000722e-01,-7.662996537569e-01,-1.145895697267e+00,1.314882206630e+00,-6.744869456811e-01
33.839733,1.430205515751e+00,3.097128494753e-01,2.165512900520e-01,-1.120492666275e+00,-1.887746005299e+00,1.421603390593e+00,-9.006337449065e-01
33.906511,1.536451310314e+00,4.482553570553e-01,2.917471930586e-01,-1.088195953259e+00,-1.661343042300e+00,1.526680559004e+00,-1.051708568514e+00
33.973289,1.640229427422e+00,7.487722857812e-01,4.565046043335e-01,-8.914571416404e-01,-1.278992619656e+00,1.629830894986e+00,-1.135170715355e+00
34.040067,1.741476519683e+00,1.029866484360e+00,5.913754637059e-01,-7.116100353224e-01,-1.080037488837e+00,1.730849444745e+00,-1.171000535655e+00
34.106845,1.840258931765e+00,1.251727549142e+00,6.801909924390e-01,-5.885313826232e-01,-9.952879345209e-01,1.829586894211e+00,-1.185421139335e+00
34.173623,1.936705687164e+00,1.399607140924e+00,7.226741524023e-01,-5.370985462402e-01,-9.857852769244e-01,1.925917995733e+00,-1.203367650560e+00
34.240401,2.030927772509e+00,1.468387581218e+00,7.230131967736e-01,-5.625401912911e-01,-1.032820523631e+00,2.019705165595e+00,-1.242808186180e+00
34.307179,2.122937798344e+00,1.459876393007e+00,6.876680014578e-01,-6.630614053377e-01,-1.127249996886e+00,2.110763654453e+00,-1.312338860283e+00
34.373957,2.212584982625e+00,1.382037663606e+00,6.246257994423e-01,-8.305473190186e-01,-1.264764036831e+00,2.198834668647e+00,-1.411598176770e+00
34.440735,2.299518215128e+00,1.248862673924e+00,5.430975348263e-01,-1.050655541204e+00,-1.443165982340e+00,2.283571671749e+00,-1.533208520054e+00
34.507513,2.383185006127e+00,1.080962494032e+00,4.535789253681e-01,-1.302222512094e+00,-1.659023819386e+00,2.364542988017e+00,-1.665233136779e+00
34.574290,2.462867508028e+00,9.073644701994e-01,3.684178979346e-01,-1.555503037829e+00,-1.899863717664e+00,2.441251111764e+00,-1.793794472317e+00
34.641068,2.537750069244e+00,7.677278092370e-01,3.025230177477e-01,-1.770022260007e+00,-2.126875801646e+00,2.513166265788e+00,-1.905810856106e+00
34.707846,2.607007364874e+00,7.055554946776e-01,2.706380903192e-01,-1.901451870196e+00,-2.265175770686e+00,2.579769241518e+00,-1.991612076954e+00
34.774624,2.669898935943e+00,7.366787635360e-01,2.759200933109e-01,-1.933220172407e+00,-2.269684592162e+00,2.640596821238e+00,-2.046844468395e+00
34.841402,2.725855187691e+00,8.297874372788e-01,3.044136170643e-01,-1.896067750413e+00,-2.192150129107e+00,2.695282419467e+00,-2.073027806080e+00
34.908180,2.774541293166e+00,9.402554439814e-01,3.388868085320e-01,-1.834285849185e+00,-2.102574559269e+00,2.743585101503e+00,-2.076528750425e+00
34.974958,2.815888566556e+00,1.038296974759e+00,3.687280054652e-01,-1.777591591798e+00,-2.032973885281e+00,2.785401775154e+00,-2.066384709504e+00
35.041736,2.850087273399e+00,1.109955739834e+00,3.894462286098e-01,-1.740131533565e+00,-1.990379091608e+00,2.820759874823e+00,-2.051823411200e+00
35.108514,2.877540163950e+00,1.151701584599e+00,4.002382309125e-01,-1.725838579351e+00,-1.972631151327e+00,2.849790901406e+00,-2.040328323000e+00
35.175292,2.898781854064e+00,1.166165667162e+00,4.022950763017e-01,-1.732616186901e+00,-1.974860037397e+00,2.872688293131e+00,-2.036693989864e+00
35.242070,2.914374938772e+00,1.158965878037e+00,3.976721946852e-01,-1.755409060735e+00,-1.991782612084e+00,2.889655793007e+00,-2.043001830965e+00
35.308848,2.924798502705e+00,1.136110594193e+00,3.884406372413e-01,-1.788687908512e+00,-2.018840511090e+00,2.900854291344e+00,-2.059113376543e+00
35.375626,2.930347352840e+00,1.102045725488e+00,3.760802365017e-01,-1.828301627352e+00,-2.053073729866e+00,2.906355710460e+00,-2.083228444092e+00
35.442404,2.931059804316e+00,1.058782517550e+00,3.612285617613e-01,-1.872277286766e+00,-2.093608451508e+00,2.906111700770e+00,-2.112228847678e+00
35.509182,2.926687747029e+00,1.006513348515e+00,3.439086897933e-01,-1.920174398514e+00,-2.141250415301e+00,2.899942806041e+00,-2.141788975696e+00
