t,abs_zeta,abs_prod,ratio,delta,score,smooth_abs_zeta,smooth_score
13.672788,3.548121969417e-01,1.854897880078e+00,5.227830091711e+00,1.500085683137e+00,2.690162947749e+00,3.498531589886e-01,2.704610867001e+00
13.739566,3.052690352532e-01,1.794943882536e+00,5.879875373036e+00,1.489674847283e+00,2.958097375008e+00,3.028933333246e-01,3.032985605653e+00
13.806344,2.542892852781e-01,1.643739170751e+00,6.464052030165e+00,1.389449885473e+00,3.235539112029e+00,2.570485524558e-01,3.366658883924e+00
13.873122,2.022389388363e-01,1.408062398342e+00,6.962370384476e+00,1.205823459505e+00,3.538825403936e+00,2.141789959654e-01,3.697743161207e+00
13.939900,1.495524470561e-01,1.100617254470e+00,7.359406523502e+00,9.510648074142e-01,3.896087425340e+00,1.768112564372e-01,4.005835126559e+00
14.006678,9.665497140691e-02,7.387181912473e-01,7.642836995288e+00,6.420632198404e-01,4.370376506147e+00,1.478706907569e-01,4.259053281345e+00
14.073456,4.388897546544e-02,3.425042032739e-01,7.803877844985e+00,2.986152278084e-01,5.180712888555e+00,1.301484622372e-01,4.421585986866e+00
14.140234,8.704378503760e-03,6.822143790311e-02,7.837600108217e+00,5.951705939935e-02,6.802861782484e+00,1.256413774529e-01,4.465686438655e+00
14.207012,6.077626312768e-02,4.705969201326e-01,7.743103901336e+00,4.098206570049e-01,4.847358603382e+00,1.350238550228e-01,4.382485034652e+00
14.273790,1.128099786805e-01,8.487305703695e-01,7.523541625455e+00,7.359205916890e-01,4.200087468277e+00,1.574954702903e-01,4.185603903954e+00
14.340568,1.650564055112e-01,1.186093440804e+00,7.185988554217e+00,1.021037035293e+00,3.773601107817e+00,1.910761657058e-01,3.905406869361e+00
14.407346,2.179083304557e-01,1.468956337499e+00,6.741166500734e+00,1.251048007043e+00,3.431913788401e+00,2.331997197861e-01,3.577242849085e+00
14.474124,2.717340871203e-01,1.685575626820e+00,6.203033431258e+00,1.413841539699e+00,3.127969747257e+00,2.813332292172e-01,3.230036878071e+00
14.540902,3.267864170622e-01,1.826167117202e+00,5.588258941785e+00,1.499380700140e+00,2.839116259541e+00,3.333941559969e-01,2.880236669866e+00
14.607679,3.831386685793e-01,1.883361414806e+00,4.915612986258e+00,1.500222746227e+00,2.551774759646e+00,3.878884171065e-01,2.532244364880e+00
14.674457,4.406608813505e-01,1.853113387786e+00,4.205304954926e+00,1.412452506435e+00,2.255826488654e+00,4.438359518555e-01,2.183260538542e+00
14.741235,4.990389021322e-01,1.735820957127e+00,3.478327941390e+00,1.236782054995e+00,1.941622927793e+00,5.006082113745e-01,1.829581826658e+00
14.808013,5.578299680795e-01,1.537328511470e+00,2.755908788412e+00,9.794985433906e-01,1.597448336702e+00,5.577784371504e-01,1.472111733764e+00
14.874791,6.165417523787e-01,1.269655818369e+00,2.059318470274e+00,6.531140659899e-01,1.206004322196e+00,6.150292702296e-01,1.119674838470e+00
14.941569,6.747191858325e-01,9.520027559271e-01,1.410961442800e+00,2.772835700945e-01,7.377300420048e-01,6.721163542741e-01,7.891039366481e-01
15.008347,7.320235185297e-01,6.160570012518e-01,8.415808859382e-01,-1.159665172779e-01,1.394694875661e-01,7.288660510726e-01,5.015831161195e-01
15.075125,7.882899994101e-01,3.469671593355e-01,4.401516695571e-01,-4.413228400746e-01,-5.827466706568e-01,7.851841488996e-01,2.760253768328e-01
15.141903,8.435537202019e-01,3.936837944763e-01,4.666967675540e-01,-4.498699257255e-01,-5.919438604594e-01,8.410595714885e-01,1.219788013704e-01
15.208681,8.980376591301e-01,6.674966639815e-01,7.432835997413e-01,-2.305409951486e-01,-1.891343367233e-01,8.965558843454e-01,3.528079569414e-02
15.275459,9.521029685184e-01,9.509544015474e-01,9.987936525681e-01,-1.148566970990e-03,4.787501417662e-02,9.517876779061e-01,-1.262691210762e-03
15.342237,1.006168798649e+00,1.190291177208e+00,1.182993528328e+00,1.841223785586e-01,1.618982649217e-01,1.006886779999e+00,-1.265846261542e-02
15.409015,1.060616201555e+00,1.366593457656e+00,1.288490083079e+00,3.059772561012e-01,1.946209931516e-01,1.061963860772e+00,-2.454756752954e-02
15.475793,1.115695767969e+00,1.470753407184e+00,1.318238761326e+00,3.550576392153e-01,1.668183564952e-01,1.117073081412e+00,-5.716167264309e-02
15.542571,1.171459383416e+00,1.499405033106e+00,1.279946239991e+00,3.279456496896e-01,8.856776925694e-02,1.172187043202e+00,-1.221450180986e-01
15.609349,1.227731815567e+00,1.454172039639e+00,1.184437856216e+00,2.264402240716e-01,-3.590013555028e-02,1.227187408485e+00,-2.221179253801e-01
15.676127,1.284128826643e+00,1.341910647587e+00,1.044996903539e+00,5.778182094395e-02,-2.060666102193e-01,1.281873536339e+00,-3.518447818742e-01
15.742905,1.340117963588e+00,1.175680751434e+00,8.772964644745e-01,-1.644372121534e-01,-4.236679424796e-01,1.335987906295e+00,-5.000462069727e-01
15.809683,1.395109269396e+00,9.770552049722e-01,7.003431389967e-01,-4.180540644239e-01,-6.891576070020e-01,1.389253717052e+00,-6.516311027299e-01
15.876461,1.448557900455e+00,7.816893965898e-01,5.396328281694e-01,-6.668685038655e-01,-9.874348286555e-01,1.441417524885e+00,-7.905553692628e-01
15.943239,1.500059390842e+00,6.482907470943e-01,4.321767198366e-01,-8.517686437479e-01,-1.244425401909e+00,1.492288624319e+00,-9.032509489230e-01
16.010017,1.549420303466e+00,6.415354088123e-01,4.140486654119e-01,-9.078848946538e-01,-1.319652625974e+00,1.541767296542e+00,-9.818991005728e-01
16.076795,1.596691240120e+00,7.547651990890e-01,4.727057931579e-01,-8.419260410307e-01,-1.217215598902e+00,1.589855989376e+00,-1.026395548018e+00
16.143573,1.642154986658e+00,9.174423226085e-01,5.586819332296e-01,-7.247126640491e-01,-1.078184355725e+00,1.636650609580e+00,-1.044125036892e+00
16.210351,1.686269644434e+00,1.073652732862e+00,6.367028763199e-01,-6.126169115720e-01,-9.739709526735e-01,1.682312858628e+00,-1.047571516510e+00
16.277129,1.729574573583e+00,1.193837118667e+00,6.902489993210e-01,-5.357374549163e-01,-9.185783449519e-01,1.727028253880e+00,-1.050692279157e+00
16.343907,1.772574875053e+00,1.263779810196e+00,7.129627233144e-01,-5.087950648566e-01,-9.107593625581e-01,1.770957448732e+00,-1.065356151399e+00
16.410684,1.815626174262e+00,1.278406108514e+00,7.041130639316e-01,-5.372200657479e-01,-9.472467413551e-01,1.814190093087e+00,-1.098851244581e+00
16.477462,1.858843458923e+00,1.239407312964e+00,6.667626082306e-01,-6.194361459591e-01,-1.025275704168e+00,1.856710376026e+00,-1.152829988706e+00
16.544240,1.902054154760e+00,1.154693377381e+00,6.070770248532e-01,-7.473607773786e-01,-1.142034037903e+00,1.898381506531e+00,-1.223558546223e+00
16.611018,1.944806752937e+00,1.039030779469e+00,5.342591380354e-01,-9.057759734672e-01,-1.292036896829e+00,1.938953019938e+00,-1.303168327700e+00
16.677796,1.986434442208e+00,9.156331437834e-01,4.609430466608e-01,-1.070801298425e+00,-1.460822080723e+00,1.978090568507e+00,-1.381634559979e+00
16.744574,2.026161775352e+00,8.170269116283e-01,4.032387352122e-01,-1.209134863724e+00,-1.614369749634e+00,2.015423572367e+00,-1.449185615919e+00
16.811352,2.063234367063e+00,7.778703844765e-01,3.770150385697e-01,-1.285363982586e+00,-1.699745034836e+00,2.050602591537e+00,-1.498687476923e+00
16.878130,2.097048299399e+00,8.124558736962e-01,3.874283076498e-01,-1.284592425703e+00,-1.688755244094e+00,2.083356191897e+00,-1.527390256985e+00
16.944908,2.127256931758e+00,9.005769175404e-01,4.233512671158e-01,-1.226680014217e+00,-1.614386350125e+00,2.113536802437e+00,-1.537485439949e+00
17.011686,2.153836932224e+00,1.006303332051e+00,4.672142616722e-01,-1.147533600173e+00,-1.528218193332e+00,2.141146658456e+00,-1.535277149222e+00
17.078464,2.177101397640e+00,1.099484049288e+00,5.050219757700e-01,-1.077617348352e+00,-1.461147692220e+00,2.166338145365e+00,-1.529261926487e+00
17.145242,2.197655301529e+00,1.161134665571e+00,5.283515866945e-01,-1.036520635959e+00,-1.425384352980e+00,2.189387191392e+00,-1.527766008688e+00
17.212020,2.216297014859e+00,1.181926371344e+00,5.332887981259e-01,-1.034370643515e+00,-1.424529958302e+00,2.210643106481e+00,-1.536841518780e+00
17.278798,2.233878939921e+00,1.160319430198e+00,5.194191186737e-01,-1.073559509724e+00,-1.458783680628e+00,2.230462627565e+00,-1.558919386035e+00
17.345576,2.251149228600e+00,1.101567984515e+00,4.893358336799e-01,-1.149581244085e+00,-1.526147102874e+00,2.249139113173e+00,-1.592430725086e+00
17.412354,2.268602911114e+00,1.017584948595e+00,4.485513721285e-01,-1.251017962519e+00,-1.620896246313e+00,2.266839184003e+00,-1.632384583254e+00
17.479132,2.286371851823e+00,9.273599859552e-01,4.056033077978e-01,-1.359011865868e+00,-1.729345888402e+00,2.283558275170e+00,-1.671743508853e+00
17.545910,2.304177008429e+00,8.563263465163e-01,3.716408693359e-01,-1.447850661912e+00,-1.824550862481e+00,2.299103602812e+00,-1.703304056001e+00
17.612688,2.321354109326e+00,8.301323368618e-01,3.576069387805e-01,-1.491221772464e+00,-1.870471515346e+00,2.313108444461e+00,-1.721641365230e+00
17.679466,2.336948390386e+00,8.602516415730e-01,3.681089600061e-01,-1.476696748813e+00,-1.848222269275e+00,2.325076237352e+00,-1.724587347196e+00
17.746244,2.349860096806e+00,9.346116881979e-01,3.977307795763e-01,-1.415248408608e+00,-1.776335728917e+00,2.334447829732e+00,-1.713789887873e+00
17.813022,2.359013806450e+00,1.026756096471e+00,4.352480234171e-01,-1.332257709979e+00,-1.690082894682e+00,2.340681230622e+00,-1.694174312261e+00
17.879800,2.363522576139e+00,1.110371801366e+00,4.697953015451e-01,-1.253150774773e+00,-1.615611330976e+00,2.343331074749e+00,-1.672490330682e+00
17.946578,2.362821406044e+00,1.166018747027e+00,4.934857725787e-01,-1.196802659017e+00,-1.566117666171e+00,2.342115044773e+00,-1.655403383094e+00
18.013356,2.356751413349e+00,1.182258575848e+00,5.016475514354e-01,-1.174492837500e+00,-1.547141645641e+00,2.336956573282e+00,-1.647668442533e+00
18.080134,2.345584339636e+00,1.155397667514e+00,4.925841497107e-01,-1.190186672122e+00,-1.560624526811e+00,2.327996873673e+00,-1.650830631649e+00
18.146912,2.329984984693e+00,1.089349772387e+00,4.675351041073e-01,-1.240635212306e+00,-1.606142667292e+00,2.315574119522e+00,-1.662734470413e+00
18.213689,2.310915932152e+00,9.959814973424e-01,4.309899306527e-01,-1.314934434809e+00,-1.679314505276e+00,2.300172709487e+00,-1.677966132258e+00
18.280467,2.289495093478e+00,8.959585404578e-01,3.913345536358e-01,-1.393536553020e+00,-1.766523759006e+00,2.282350291850e+00,-1.689189071210e+00
18.347245,2.266823951464e+00,8.185865357357e-01,3.611160607364e-01,-1.448237415729e+00,-1.836935585892e+00,2.262653869686e+00,-1.689118304017e+00
18.414023,2.243812705622e+00,7.946302261270e-01,3.541428498626e-01,-1.449182479495e+00,-1.846231436219e+00,2.241538241114e+00,-1.672637405275e+00
18.480801,2.221033693596e+00,8.374817813714e-01,3.770684721200e-01,-1.383551912225e+00,-1.773301199625e+00,2.219299823747e+00,-1.638419957257e+00
18.547579,2.198632043914e+00,9.315192441273e-01,4.236812825075e-01,-1.267112799786e+00,-1.646609167358e+00,2.196036474106e+00,-1.589508168266e+00
18.614357,2.176311766754e+00,1.045682304000e+00,4.804836880332e-01,-1.130629462754e+00,-1.510593592944e+00,2.171639573739e+00,-1.532640506262e+00
18.681135,2.153399412103e+00,1.150672246581e+00,5.343515188654e-01,-1.002727165522e+00,-1.393749096952e+00,2.145819165142e+00,-1.476546090470e+00
18.747913,2.128970902471e+00,1.224594226995e+00,5.752047740875e-01,-9.043766754764e-01,-1.308667891326e+00,2.118157313208e+00,-1.429713656457e+00
18.814691,2.102015034255e+00,1.252898858203e+00,5.960465733049e-01,-8.491161760520e-01,-1.260332896627e+00,2.088180212302e+00,-1.398190136065e+00
18.881469,2.071602365261e+00,1.227897257815e+00,5.927282563516e-01,-8.437051074458e-01,-1.251341634695e+00,2.055436707201e+00,-1.383848513431e+00
18.948247,2.037030740695e+00,1.149060825950e+00,5.640861490178e-01,-8.879699147453e-01,-1.284041520955e+00,2.019570292960e+00,-1.383454256598e+00
19.015025,1.997926202390e+00,1.024314457747e+00,5.126888353143e-01,-9.736117446427e-01,-1.360195920488e+00,1.980373280409e+00,-1.388825145371e+00
19.081803,1.954287464540e+00,8.731221213651e-01,4.467726151898e-01,-1.081165343175e+00,-1.475731163383e+00,1.937815232096e+00,-1.388308247451e+00
19.148581,1.906471292917e+00,7.329658227541e-01,3.844620296551e-01,-1.173505470163e+00,-1.601164290159e+00,1.892042298629e+00,-1.369510252892e+00
19.215359,1.855124033140e+00,6.637748122423e-01,3.578061630299e-01,-1.191349220898e+00,-1.645715441316e+00,1.843348926776e+00,-1.322696969278e+00
19.282137,1.801071154160e+00,7.142709725476e-01,3.965812071876e-01,-1.086800181613e+00,-1.513256022374e+00,1.792127805863e+00,-1.243797165589e+00
19.348915,1.745182163945e+00,8.626416023085e-01,4.942988876063e-01,-8.825405616368e-01,-1.261473851266e+00,1.738807219802e+00,-1.135913705493e+00
19.415693,1.688232332062e+00,1.048915843098e+00,6.213101260876e-01,-6.393164889633e-01,-9.996069479996e-01,1.683786702781e+00,-1.008760670463e+00
19.482471,1.630784329199e+00,1.226519271594e+00,7.521039107587e-01,-4.042650576044e-01,-7.739418680223e-01,1.627381803702e+00,-8.763184349856e-01
19.549249,1.573110787256e+00,1.366141245023e+00,8.684329521419e-01,-2.069695422330e-01,-5.941199480339e-01,1.569786864898e+00,-7.536107661571e-01
19.616027,1.515172011877e+00,1.448886345665e+00,9.562520521148e-01,-6.628566621267e-02,-4.602627195505e-01,1.511061331708e+00,-6.535169775056e-01
19.682805,1.456652279011e+00,1.462614492035e+00,1.004093092848e+00,5.962213024653e-03,-3.720561043503e-01,1.451140827969e+00,-5.840640864041e-01
19.749583,1.397045852610e+00,1.400770695909e+00,1.002666228379e+00,3.724843299076e-03,-3.316972216363e-01,1.389869843515e+00,-5.462221736018e-01
19.816361,1.335773675118e+00,1.262461681135e+00,9.451164554683e-01,-7.331199398262e-02,-3.459577816930e-01,1.327049200661e+00,-5.323221391222e-01
19.883139,1.272306584741e+00,1.053379791348e+00,8.279292145311e-01,-2.189267933936e-01,-4.296590795638e-01,1.262489166210e+00,-5.257806607286e-01
19.949917,1.206271847481e+00,7.885679788849e-01,6.537232718575e-01,-4.177038685962e-01,-6.126056341953e-01,1.196058526068e+00,-5.032052922402e-01
20.016694,1.137525502519e+00,5.053469077125e-01,4.442510577506e-01,-6.321785948068e-01,-9.402207223584e-01,1.127721149070e+00,-4.394052816311e-01
20.083472,1.066181076795e+00,3.421190833237e-01,3.208827194271e-01,-7.240619934711e-01,-1.200762759632e+00,1.057554207476e+00,-3.142695570003e-01
20.150250,9.925933446564e-01,5.167340061750e-01,5.205898356631e-01,-4.758593384815e-01,-6.453585900745e-01,9.857457367960e-01,-1.188500025796e-01
20.217028,9.173026408803e-01,8.372451368824e-01,9.127250915564e-01,-8.005750399791e-02,-5.002720767263e-03,9.125744508352e-01,1.421996471101e-01
20.283806,8.409503935185e-01,1.161415444183e+00,1.381074856656e+00,3.204650506647e-01,4.960846834965e-01,8.383752404186e-01,4.532423315936e-01
20.350584,7.641801530083e-01,1.445824793862e+00,1.891994692836e+00,6.816446408540e-01,9.065833808165e-01,7.635038083525e-01,7.939297575429e-01
20.417362,6.875405441815e-01,1.667974575524e+00,2.426001767662e+00,9.804340313423e-01,1.260879016979e+00,6.883160739467e-01,1.146207203425e+00
20.484140,6.114069409916e-01,1.813422258405e+00,2.965982452642e+00,1.202015317413e+00,1.579200844499e+00,6.131869115600e-01,1.499108410951e+00
20.550918,5.359365343600e-01,1.873213710441e+00,3.495215553233e+00,1.337277176081e+00,1.875134579495e+00,5.385985209869e-01,1.849809963296e+00
20.617696,4.610661569902e-01,1.842993431403e+00,3.997242919398e+00,1.381927274413e+00,2.159818592024e+00,4.653224631916e-01,2.200901137902e+00
20.684474,3.865539159211e-01,1.722569761404e+00,4.456221216383e+00,1.336015845482e+00,2.444785068831e+00,3.946854294250e-01,2.554764156049e+00
20.751252,3.120560078968e-01,1.515786673228e+00,4.857418652005e+00,1.203730665331e+00,2.745079750037e+00,3.288395399147e-01,2.906707861482e+00
20.818030,2.372219687747e-01,1.230645910550e+00,5.187740060105e+00,9.934239417748e-01,3.085057160186e+00,2.708774453354e-01,3.239523476355e+00
20.884808,1.617881084330e-01,8.795163934292e-01,5.436223971884e+00,7.177282849962e-01,3.514552469566e+00,2.246060878096e-01,3.522849191320e+00
20.951586,8.565373352120e-02,4.791877816564e-01,5.594476293759e+00,3.935340481352e-01,4.179222199560e+00,1.938911571887e-01,3.719623070397e+00
21.018364,9.172120470845e-03,5.188682440812e-02,5.657015144208e+00,4.271470393728e-02,6.424483172872e+00,1.817056272054e-01,3.798303456987e+00
21.085142,6.832026911433e-02,3.840629498959e-01,5.621508153796e+00,3.157426807815e-01,4.410148773155e+00,1.892400108599e-01,3.745311544259e+00
21.151920,1.453257735256e-01,7.976771214738e-01,5.488889562548e+00,6.523513479482e-01,3.631503312269e+00,2.154836410167e-01,3.570834273108e+00
21.218698,2.217215142422e-01,1.166998057179e+00,5.263350564638e+00,9.452765429369e-01,3.167100938362e+00,2.574863795030e-01,3.304543146216e+00
21.285476,2.969410748240e-01,1.470512431655e+00,4.952202831915e+00,1.173571356831e+00,2.814054055268e+00,3.111718769552e-01,2.983843258659e+00
21.352254,3.704837947579e-01,1.691489039110e+00,4.565622202763e+00,1.321005244353e+00,2.511500377331e+00,3.723239583169e-01,2.641280817513e+00
21.419032,4.419709823624e-01,1.819279695566e+00,4.116287648212e+00,1.377308713204e+00,2.231462750730e+00,4.373582009720e-01,2.297078587744e+00
21.485810,5.111876389145e-01,1.849958056813e+00,3.618941296667e+00,1.338770417899e+00,1.957200080317e+00,5.036832730557e-01,1.958753142428e+00
21.552588,5.780957713439e-01,1.786265550618e+00,3.089912846907e+00,1.208169779274e+00,1.676158615296e+00,5.696866970142e-01,1.625882737961e+00
21.619366,6.428156871091e-01,1.637051931545e+00,2.546689454495e+00,9.942362444356e-01,1.376691503648e+00,6.345082042424e-01,1.296589719849e+00
21.686144,7.055776371933e-01,1.416598961099e+00,2.007715220021e+00,7.110213239061e-01,1.045735837185e+00,6.977643799081e-01,9.728911016494e-01
21.752922,7.666521099068e-01,1.144570992017e+00,1.492947031942e+00,3.779188821104e-01,6.664741933181e-01,7.593200120254e-01,6.632933349355e-01
21.819699,8.262720582117e-01,8.486297493638e-01,1.027058510487e+00,2.235769115216e-02,2.175300929561e-01,8.191329902469e-01,3.820096376537e-01
21.886477,8.845628266424e-01,5.777727246467e-01,6.531731915976e-01,-3.067901019958e-01,-3.032512231547e-01,8.771625033497e-01,1.450962934674e-01
21.953255,9.414943630660e-01,4.447229283682e-01,4.723585672037e-01,-4.967714346978e-01,-6.897299874384e-01,9.333215891153e-01,-3.509658118446e-02
22.020033,9.968654338086e-01,5.509380521963e-01,5.526704342545e-01,-4.459273816123e-01,-5.898539256367e-01,9.874590616112e-01,-1.548169678690e-01
22.086811,1.050322348288e+00,7.701520684744e-01,7.332530529598e-01,-2.801702798140e-01,-3.593615229580e-01,1.039363472700e+00,-2.209594404799e-01
22.153589,1.101407284362e+00,9.875494590259e-01,8.966251386271e-01,-1.138578253360e-01,-2.057061214797e-01,1.088780329688e+00,-2.491794612866e-01
22.220367,1.149625653994e+00,1.161136123032e+00,1.010012362719e+00,1.151046903852e-02,-1.294738000224e-01,1.135439474940e+00,-2.591479493569e-01
22.287145,1.194519105672e+00,1.274658206765e+00,1.067089007377e+00,8.013910109265e-02,-1.128092951700e-01,1.179086006562e+00,-2.691061229021e-01
22.353923,1.235730737311e+00,1.323473399011e+00,1.071004676870e+00,8.774266170063e-02,-1.430653269493e-01,1.219508681155e+00,-2.918522007669e-01
22.420701,1.273051268332e+00,1.311149284408e+00,1.029926537150e+00,3.809801607621e-02,-2.119291158522e-01,1.256560499789e+00,-3.331480266071e-01
22.487479,1.306438538980e+00,1.248321379174e+00,9.555148152236e-01,-5.811715980547e-02,-3.128097725935e-01,1.290167709960e+00,-3.922882986125e-01
22.554257,1.336007176362e+00,1.151920774514e+00,8.622115171942e-01,-1.840864018487e-01,-4.379401054722e-01,1.320325658844e+00,-4.639386301832e-01
22.621035,1.361990159985e+00,1.044086815990e+00,7.665891036990e-01,-3.179033439954e-01,-5.747513229601e-01,1.347082401606e+00,-5.403818841507e-01
22.687813,1.384678883002e+00,9.496183184369e-01,6.858040012699e-01,-4.350605645654e-01,-7.026316638436e-01,1.370513258817e+00,-6.136315317359e-01
22.754591,1.404352477699e+00,8.898448428914e-01,6.336335478609e-01,-5.145076348072e-01,-7.958608184579e-01,1.390691214422e+00,-6.771144430222e-01
22.821369,1.421209759657e+00,8.731030713748e-01,6.143379367063e-01,-5.481066882825e-01,-8.387185690623e-01,1.407658833132e+00,-7.267118647368e-01
22.888147,1.435317251938e+00,8.899819404242e-01,6.200593905094e-01,-5.453353115137e-01,-8.393259206530e-01,1.421407095244e+00,-7.610062042826e-01
22.954925,1.446583924007e+00,9.206578229624e-01,6.364358179871e-01,-5.259261010445e-01,-8.210765643316e-01,1.431865237380e+00,-7.807388923978e-01
23.021703,1.454767897580e+00,9.468277816431e-01,6.508445664892e-01,-5.079401159372e-01,-8.043307937701e-01,1.438903590955e+00,-7.877320160093e-01
23.088481,1.459513692444e+00,9.586517390097e-01,6.568295617730e-01,-5.008619534342e-01,-7.984340059343e-01,1.442348928120e+00,-7.837382620338e-01
23.155259,1.460412336981e+00,9.564906424303e-01,6.549456055728e-01,-5.039216945512e-01,-8.019219101589e-01,1.442009438945e+00,-7.696965889238e-01
23.222037,1.457072372004e+00,9.498907431951e-01,6.519173387995e-01,-5.071816288088e-01,-8.042667039860e-01,1.437704633530e+00,-7.456837602316e-01
23.288815,1.449188214669e+00,9.539247927004e-01,6.582476886332e-01,-4.952634219687e-01,-7.891775396979e-01,1.429294532172e+00,-7.115350629414e-01
23.355593,1.436593452817e+00,9.820038225713e-01,6.835641779141e-01,-4.545896302452e-01,-7.427093844613e-01,1.416702639261e+00,-6.678191425998e-01
23.422371,1.419289767685e+00,1.037569991531e+00,7.310487365972e-01,-3.817197761535e-01,-6.634317332105e-01,1.399928353595e+00,-6.167072985792e-01
23.489149,1.397446530615e+00,1.111020894696e+00,7.950364256205e-01,-2.864256359191e-01,-5.640140115617e-01,1.379046427625e+00,-5.623290728129e-01
23.555927,1.371370999432e+00,1.184069650475e+00,8.634203661631e-01,-1.873013489569e-01,-4.626645767666e-01,1.354193492839e+00,-5.103772100993e-01
23.622705,1.341453926151e+00,1.236513559645e+00,9.217711734560e-01,-1.049403665057e-01,-3.752123164707e-01,1.325544086845e+00,-4.669204670564e-01
23.689482,1.308099780821e+00,1.250949623476e+00,9.563105520058e-01,-5.715015734535e-02,-3.132481086441e-01,1.293280613597e+00,-4.365596652615e-01
23.756260,1.271654064674e+00,1.215096465337e+00,9.555243828425e-01,-5.655759933726e-02,-2.858134634110e-01,1.257562869837e+00,-4.202583964376e-01
23.823038,1.232341541365e+00,1.123007551904e+00,9.112794742439e-01,-1.093339894610e-01,-3.018217031587e-01,1.218502936702e+00,-4.134466468280e-01
23.889816,1.190227934221e+00,9.765155252649e-01,8.204441327485e-01,-2.137124089560e-01,-3.720542901907e-01,1.176150306458e+00,-4.052536454184e-01
23.956594,1.145213480388e+00,7.890720713849e-01,6.890174494955e-01,-3.561414090031e-01,-5.080797478421e-01,1.130490239587e+00,-3.797044800445e-01
24.023372,1.097060324861e+00,5.987661342105e-01,5.457914397608e-01,-4.982941906507e-01,-6.981525252085e-01,1.081455868805e+00,-3.191317350723e-01
24.090150,1.045448589459e+00,5.018888832485e-01,4.800703624348e-01,-5.435597062105e-01,-7.782686629329e-01,1.028951957612e+00,-2.089697348740e-01
24.156928,9.900499737725e-01,6.074464795717e-01,6.135513314111e-01,-3.826034942009e-01,-4.784914899801e-01,9.728863842971e-01,-4.210050449418e-02
24.223706,9.306044720242e-01,8.538926761715e-01,9.175677764735e-01,-7.671179585269e-02,-1.410789691066e-02,9.132048000402e-01,1.791859208941e-01
24.290484,8.669857895476e-01,1.136532013344e+00,1.310900394269e+00,2.695462237961e-01,4.134469176916e-01,8.499225655730e-01,4.446435360844e-01
24.357262,7.992438501298e-01,1.399471288351e+00,1.750994127916e+00,6.002274382207e-01,7.842728853611e-01,7.831572950015e-01,7.401538691564e-01
24.424040,7.276173211091e-01,1.610374872250e+00,2.213216790655e+00,8.827575511412e-01,1.112427045419e+00,7.131698240943e-01,1.052585074445e+00
24.490818,6.525142176321e-01,1.747689300086e+00,2.678392673846e+00,1.095175082454e+00,1.412139216585e+00,6.404355663481e-01,1.373311392767e+00
24.557596,5.744635806156e-01,1.797682026532e+00,3.129322879973e+00,1.223218445916e+00,1.695135225759e+00,5.657770740399e-01,1.699008189790e+00
24.624374,4.940455526683e-01,1.753882325264e+00,3.550041723463e+00,1.259836772596e+00,1.972086910673e+00,4.905797841561e-01,2.029347094522e+00
24.691152,4.118107338291e-01,1.616731220219e+00,3.925908402595e+00,1.204920486389e+00,2.254789183699e+00,4.170679063646e-01,2.362190445000e+00
24.757930,3.282023243256e-01,1.392877504569e+00,4.243959903182e+00,1.064675180244e+00,2.559621791135e+00,3.485345163206e-01,2.687927955159e+00
24.824708,2.434961260412e-01,1.094105933862e+00,4.493319674733e+00,8.506098078208e-01,2.915246023131e+00,2.893390365235e-01,2.985667384760e+00
24.891486,1.577757499758e-01,7.361142369235e-01,4.665572732415e+00,5.783384869477e-01,3.386791157057e+00,2.444867684195e-01,3.224280125968e+00
24.958264,7.099937661802e-02,3.376063866134e-01,4.755061279336e+00,2.666070099954e-01,4.204293765269e+00,2.187537646018e-01,3.369676609908e+00
25.025042,1.869150982144e-02,8.895429957445e-02,4.759075132195e+00,7.026278975301e-02,5.539739227870e+00,2.155801618856e-01,3.396167503399e+00
25.091820,1.079530237460e-01,5.049959615701e-01,4.677923267421e+00,3.970429378241e-01,3.768913376965e+00,2.361656508226e-01,3.296474323406e+00
25.158598,2.001043609387e-01,9.034475163971e-01,4.514881695526e+00,7.033431554584e-01,3.116295227818e+00,2.791818388577e-01,3.084762807386e+00
25.225376,2.945878678899e-01,1.259663717032e+00,4.276020346850e+00,9.650758491425e-01,2.675200708974e+00,3.412351026149e-01,2.790834173520e+00
25.292154,3.913570538566e-01,1.553655529504e+00,3.969918298887e+00,1.162298475647e+00,2.316880469336e+00,4.178443432448e-01,2.448809736801e+00
25.358932,4.901573021396e-01,1.768135966524e+00,3.607282720884e+00,1.277978664384e+00,1.995983694641e+00,5.044883153489e-01,2.086367810410e+00
25.425710,5.905076781150e-01,1.889915467702e+00,3.200492623118e+00,1.299407789587e+00,1.690077383376e+00,5.973413674234e-01,1.719279301919e+00
25.492487,6.917419921943e-01,1.911348602338e+00,2.763094656542e+00,1.219606610143e+00,1.384893540503e+00,6.935604362248e-01,1.352310576387e+00
25.559265,7.930844846138e-01,1.831459919569e+00,2.309287289185e+00,1.038375434955e+00,1.068764469155e+00,7.912189111234e-01,9.844712777886e-01
25.626043,8.937453321848e-01,1.656512278574e+00,1.853449991760e+00,7.627669463892e-01,7.293831705257e-01,8.890799586869e-01,6.155433038583e-01
25.692821,9.930208063634e-01,1.399997726617e+00,1.409837253807e+00,4.069769202537e-01,3.504779370187e-01,9.863676134836e-01,2.512682836862e-01
